t[s];CAN3.VCU_APPS_RAW.apps_1000[]
13.230000;245
13.240000;242
13.250000;240
13.260000;246
13.270000;242
13.280000;245
13.290000;241
13.300000;234
13.310000;228
13.320000;225
13.330000;224
13.340000;228
13.350000;228
13.360000;230
13.370000;234
13.380000;232
13.390000;238
13.400000;245
13.410000;257
13.420000;273
13.430000;296
13.440000;318
13.450000;346
13.460000;366
13.470000;384
13.480000;390
13.490000;384
13.500000;385
13.510000;378
13.520000;370
13.530000;353
13.540000;336
13.550000;320
13.560000;309
13.570000;308
13.580000;306
13.590000;313
13.600000;313
13.610000;312
13.620000;317
13.630000;322
13.650000;339
13.660000;351
13.670000;366
13.680000;381
13.690000;392
13.700000;395
13.720000;391
13.730000;393
13.740000;391
13.750000;393
13.760000;396
13.770000;395
13.780000;401
13.790000;407
13.800000;406
13.810000;406
13.820000;407
13.830000;403
13.840000;406
13.850000;405
13.860000;408
13.870000;409
13.880000;409
13.890000;414
13.900000;417
13.910000;423
13.920000;422
13.930000;423
13.940000;421
13.950000;418
13.960000;417
13.970000;417
13.980000;416
13.990000;416
14.000000;412
14.010000;414
14.020000;416
14.030000;420
14.040000;418
14.050000;408
14.060000;405
14.070000;400
14.080000;398
14.090000;393
14.100000;380
14.110000;368
14.120000;351
14.130000;339
14.140000;334
14.150000;333
14.160000;332
14.170000;337
14.180000;337
14.190000;339
14.200000;339
14.210000;349
14.220000;357
14.230000;365
14.240000;367
14.250000;385
14.270000;396
14.280000;391
14.290000;396
14.300000;387
14.310000;371
14.320000;364
14.330000;331
14.350000;262
14.360000;232
14.370000;210
14.380000;204
14.390000;217
14.400000;222
14.410000;222
14.420000;222
14.430000;214
14.440000;207
14.450000;208
14.460000;208
14.470000;212
14.480000;214
14.490000;216
14.500000;216
14.510000;219
14.520000;215
14.530000;208
14.540000;200
14.550000;192
14.560000;191
14.570000;190
14.580000;186
14.590000;188
14.600000;186
14.610000;189
14.620000;196
14.630000;210
14.640000;207
14.650000;220
14.660000;229
14.670000;238
14.680000;247
14.690000;248
14.700000;250
14.720000;247
14.730000;242
14.740000;244
14.750000;244
14.760000;252
14.770000;258
14.790000;274
14.800000;283
14.810000;283
14.820000;291
14.830000;301
14.840000;313
14.850000;322
14.860000;326
14.870000;331
14.880000;339
14.890000;340
14.900000;345
14.910000;348
14.920000;351
14.930000;364
14.940000;372
14.950000;382
14.960000;384
14.970000;391
14.980000;391
14.990000;391
15.000000;395
15.010000;393
15.020000;396
15.030000;392
15.040000;395
15.050000;392
15.060000;392
15.070000;389
15.080000;389
15.090000;388
15.100000;387
15.110000;384
15.120000;383
15.130000;380
15.140000;388
15.150000;388
15.160000;374
15.170000;387
15.180000;376
15.190000;380
15.200000;382
15.210000;387
15.220000;384
15.240000;397
15.250000;400
15.260000;405
15.270000;421
15.280000;414
15.290000;413
15.300000;407
15.310000;420
15.320000;420
15.330000;429
15.340000;432
15.350000;440
15.360000;452
15.370000;463
15.380000;475
15.390000;484
15.400000;496
15.410000;501
15.420000;504
15.430000;502
15.440000;504
15.450000;505
15.460000;502
15.470000;502
15.480000;514
15.490000;504
15.500000;506
15.510000;505
15.520000;506
15.530000;506
15.540000;501
15.550000;496
15.560000;492
15.570000;485
15.580000;475
15.590000;479
15.600000;499
15.610000;505
15.620000;506
15.630000;506
15.640000;505
15.650000;500
15.660000;497
15.670000;500
15.680000;501
15.690000;504
15.700000;514
15.720000;518
15.730000;515
15.740000;514
15.750000;513
15.760000;505
15.770000;507
15.780000;509
15.790000;508
15.800000;509
15.810000;523
15.820000;510
15.830000;511
15.840000;510
15.850000;508
15.860000;506
15.870000;505
15.880000;505
15.890000;504
15.900000;505
15.910000;501
15.920000;493
15.930000;497
15.940000;483
15.950000;474
15.960000;462
15.970000;468
15.980000;472
15.990000;471
16.000000;466
16.010000;465
16.030000;433
16.040000;403
16.050000;379
16.060000;361
16.070000;334
16.080000;308
16.090000;279
16.100000;262
16.110000;258
16.120000;240
16.130000;207
16.140000;152
16.150000;81
16.160000;28
16.170000;0
16.180000;0
16.190000;0
16.200000;0
16.210000;0
16.220000;0
16.230000;0
16.240000;0
16.250000;0
16.260000;0
16.270000;0
16.280000;0
16.290000;0
16.300000;0
16.310000;0
16.320000;0
16.330000;0
16.340000;0
16.350000;0
16.360000;0
16.370000;0
16.380000;0
16.390000;0
16.400000;0
16.410000;0
16.420000;0
16.430000;0
16.440000;0
16.450000;0
16.460000;0
16.470000;0
16.480000;0
16.490000;0
16.500000;0
16.510000;0
16.520000;0
16.530000;0
16.540000;0
16.550000;0
16.560000;0
16.570000;0
16.580000;0
16.590000;0
16.600000;0
16.610000;0
16.620000;0
16.630000;0
16.640000;0
16.650000;0
16.660000;0
16.670000;0
16.680000;0
16.690000;0
16.700000;0
16.710000;0
16.720000;0
16.730000;0
16.740000;6
16.750000;15
16.760000;32
16.770000;48
16.780000;73
16.790000;97
16.800000;128
16.810000;162
16.820000;194
16.830000;217
16.840000;238
16.850000;233
16.860000;240
16.870000;238
16.880000;228
16.890000;228
16.900000;222
16.910000;212
16.920000;215
16.930000;203
16.940000;199
16.950000;205
16.960000;210
16.970000;210
16.980000;211
16.990000;219
17.000000;214
17.010000;241
17.020000;257
17.030000;281
17.040000;294
17.050000;295
17.060000;297
17.070000;286
17.080000;279
17.090000;245
17.100000;204
17.110000;154
17.120000;105
17.130000;71
17.140000;36
17.150000;24
17.160000;23
17.170000;11
17.180000;7
17.190000;0
17.200000;0
17.210000;0
17.220000;0
17.230000;0
17.240000;0
17.250000;0
17.260000;0
17.270000;0
17.280000;0
17.290000;0
17.300000;0
17.310000;22
17.320000;54
17.330000;88
17.340000;130
17.350000;155
17.360000;195
17.370000;208
17.380000;207
17.390000;206
17.400000;203
17.410000;199
17.420000;207
17.430000;214
17.440000;196
17.450000;196
17.460000;202
17.470000;204
17.480000;207
17.490000;210
17.500000;207
17.510000;210
17.520000;210
17.530000;208
17.540000;208
17.550000;204
17.560000;205
17.570000;199
17.580000;198
17.590000;197
17.600000;194
17.610000;190
17.620000;180
17.630000;169
17.640000;164
17.650000;158
17.660000;160
17.670000;161
17.680000;165
17.690000;172
17.700000;177
17.710000;188
17.720000;202
17.730000;228
17.740000;248
17.750000;270
17.760000;282
17.770000;299
17.780000;300
17.790000;298
17.800000;301
17.810000;298
17.820000;296
17.830000;297
17.840000;298
17.850000;299
17.860000;305
17.870000;315
17.880000;336
17.890000;362
17.900000;378
17.910000;399
17.920000;414
17.930000;423
17.940000;421
17.950000;429
17.960000;429
17.970000;433
17.980000;425
17.990000;432
18.000000;424
18.010000;427
18.020000;423
18.030000;429
18.040000;423
18.050000;430
18.060000;430
18.070000;429
18.080000;433
18.090000;435
18.100000;441
18.110000;434
18.120000;437
18.130000;429
18.140000;426
18.150000;427
18.160000;421
18.170000;429
18.180000;413
18.190000;413
18.200000;406
18.210000;380
18.220000;373
18.230000;358
18.240000;340
18.250000;331
18.260000;325
18.270000;328
18.280000;326
18.290000;333
18.300000;328
18.310000;338
18.320000;328
18.330000;331
18.340000;336
18.350000;337
18.360000;337
18.370000;340
18.380000;348
18.390000;347
18.400000;346
18.410000;351
18.420000;339
18.430000;347
18.440000;347
18.450000;336
18.460000;333
18.470000;330
18.480000;330
18.490000;331
18.500000;308
18.510000;279
18.520000;254
18.530000;244
18.540000;240
18.550000;242
18.560000;249
18.570000;262
18.580000;276
18.590000;295
18.600000;301
18.610000;303
18.620000;304
18.630000;298
18.640000;307
18.650000;296
18.660000;295
18.670000;303
18.680000;306
18.690000;300
18.700000;305
18.710000;326
18.720000;347
18.730000;367
18.740000;385
18.750000;408
18.760000;407
18.770000;423
18.780000;408
18.790000;410
18.800000;404
18.810000;400
18.820000;403
18.830000;406
18.850000;407
18.860000;404
18.870000;403
18.880000;400
18.890000;406
18.900000;409
18.910000;427
18.920000;422
18.930000;432
18.940000;433
18.950000;430
18.960000;421
18.970000;407
18.980000;384
18.990000;364
19.000000;333
19.010000;305
19.020000;267
19.030000;240
19.040000;227
19.050000;219
19.060000;219
19.070000;217
19.080000;223
19.090000;231
19.100000;228
19.110000;231
19.120000;234
19.130000;231
19.140000;220
19.150000;219
19.160000;222
19.170000;211
19.180000;204
19.190000;191
19.200000;177
19.210000;165
19.220000;152
19.230000;141
19.240000;137
19.250000;153
19.260000;143
19.280000;149
19.290000;153
19.300000;158
19.310000;172
19.330000;194
19.340000;210
19.350000;232
19.360000;259
19.370000;279
19.380000;297
19.390000;314
19.400000;323
19.410000;347
19.420000;341
19.430000;338
19.440000;333
19.450000;333
19.460000;326
19.470000;324
19.480000;315
19.490000;309
19.500000;305
19.510000;307
19.520000;309
19.530000;318
19.540000;324
19.550000;346
19.560000;382
19.570000;417
19.580000;446
19.590000;465
19.600000;480
19.610000;474
19.620000;465
19.630000;463
19.640000;465
19.650000;459
19.660000;447
19.670000;439
19.680000;434
19.690000;407
19.700000;383
19.710000;368
19.720000;341
19.730000;324
19.740000;316
19.750000;325
19.760000;315
19.770000;315
19.780000;328
19.790000;320
19.800000;325
19.810000;328
19.820000;331
19.830000;332
19.840000;342
19.850000;342
19.860000;353
19.870000;381
19.880000;412
19.890000;435
19.900000;443
19.910000;447
19.920000;443
19.930000;426
19.940000;414
19.950000;399
19.960000;383
19.970000;354
19.980000;324
19.990000;292
20.000000;271
20.010000;244
20.020000;229
20.030000;232
20.040000;231
20.050000;228
20.060000;233
20.070000;238
20.080000;254
20.090000;257
